CMD:./cbp traces/int/int_33_trace.gz
L_PERCEP PC=0x002A2450, theta= 253, max bias=  34, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x002A2714, theta= 384, max bias=  27, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x002A26EC, theta= 344, max bias=  76, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x002A53AC, theta= 312, max bias=  25, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x002A5AB8, theta= 296, max bias=  51, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A2190, theta= 261, max bias=  11, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A274C, theta= 261, max bias=  16, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
70000000 instrs 
G_PERCEP PC=0x002A5D10, theta= 312, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x002A24F4, theta= 288, max bias=  54, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x002A68CC, theta= 320, max bias=  27, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A2714, theta= 269, max bias=  19, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A555C, theta= 261, max bias=  11, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A24F4, theta= 261, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
75000000 instrs 
L_PERCEP PC=0x002A26EC, theta= 269, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x002A24D4, theta= 368, max bias=  24, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A24D4, theta= 261, max bias=  16, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A66D4, theta= 261, max bias=  13, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x002A68D8, theta= 320, max bias=  21, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0x002A24A4, theta= 344, max bias=  49, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A57A4, theta= 229, max bias=  15, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A7028, theta= 261, max bias=  23, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A5D10, theta= 301, max bias=  31, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A68CC, theta= 261, max bias=  20, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A68D8, theta= 261, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A33C8, theta= 261, max bias=  16, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
80000000 instrs 
85000000 instrs 
L_PERCEP PC=0x002A5AB8, theta= 261, max bias=  26, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
90000000 instrs 
95000000 instrs 
100000000 instrs 
L_PERCEP PC=0x002A5B38, theta= 285, max bias=  38, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
105000000 instrs 
L_PERCEP PC=0x002A53AC, theta= 261, max bias=  37, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A5678, theta= 261, max bias=  14, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
110000000 instrs 
EOF
======== Predictor Memory ========
TAGE-SC-L (bits) = 1305275
TAGE-SC-L (KBytes) = 159.335327
H2P_ID_MEM_BITS = 19456
H2P_ID_MEM (KBytes) = 2.375000
L_PERCEP_MEM_BITS = 176320
L_PERCEP_MEM (KBytes) = 21.523438
G_PERCEP_MEM_BITS = 33184
G_PERCEP_MEM (KBytes) = 4.050781
Total Memory (bits) = 1534235
Total Memory (KBytes) = 187.284546
======== Runtime Statistics ========
COL h2p_insert_cnt = 167
COL h2p_with_tage = 15195277
COL h2p_with_lhist_percep = 292787
COL h2p_with_ghist_percep = 30692
COL filtered_updates = 29214
COL lhist_percep_evictions = 133
COL ghist_percep_evictions = 104
COL lhist_percep_stale_evictions = 4
COL ghist_percep_stale_evictions = 0
======== End of Statistics ========
WINDOW_SIZE = 1024
FETCH_WIDTH = 16
FETCH_NUM_BRANCH = 16
FETCH_STOP_AT_INDIRECT = 1
FETCH_STOP_AT_TAKEN = 1
FETCH_MODEL_ICACHE = 1
PERFECT_BRANCH_PRED = 0
PERFECT_INDIRECT_PRED = 1
PIPELINE_FILL_LATENCY = 10
NUM_LDST_LANES = 8
NUM_ALU_LANES = 16
MEMORY HIERARCHY CONFIGURATION---------------------
STRIDE Prefetcher = 1
PERFECT_CACHE = 0
WRITE_ALLOCATE = 1
Within-pipeline factors:
	AGEN latency = 1 cycle
	Store Queue (SQ): SQ size = window size, oracle memory disambiguation, store-load forwarding = 1 cycle after store's or load's agen.
	* Note: A store searches the L1$ at commit. The store is released
	* from the SQ and window, whether it hits or misses. Store misses
	* are buffered until the block is allocated and the store is
	* performed in the L1$. While buffered, conflicting loads get
	* the store's data as they would from the SQ.
I$: 128 KB, 8-way set-assoc., 64B block size
L1$: 128 KB, 8-way set-assoc., 64B block size, 3-cycle search latency
L2$: 4 MB, 8-way set-assoc., 64B block size, 12-cycle search latency
L3$: 32 MB, 16-way set-assoc., 128B block size, 50-cycle search latency
Main Memory: 150-cycle fixed search time
---------------------------STORE QUEUE MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)---------------------------
Number of loads: 24354275
Number of loads that miss in SQ: 23178308 (95.17%)
Number of PFs issued to the memory system 9823007
---------------------------------------------------------------------------------------------------------------------------------------
------------------------MEMORY HIERARCHY MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)-------------------------
I$:
	accesses   = 112005356
	misses     = 345
	miss ratio = 0.00%
	pf accesses   = 0
	pf misses     = 0
	pf miss ratio = nan%
L1$:
	accesses   = 29654694
	misses     = 470397
	miss ratio = 1.59%
	pf accesses   = 9823007
	pf misses     = 24605
	pf miss ratio = 0.25%
L2$:
	accesses   = 470742
	misses     = 180643
	miss ratio = 38.37%
	pf accesses   = 24605
	pf misses     = 4008
	pf miss ratio = 16.29%
L3$:
	accesses   = 180643
	misses     = 117407
	miss ratio = 64.99%
	pf accesses   = 4008
	pf misses     = 1432
	pf miss ratio = 35.73%
---------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------Prefetcher (Full Simulation i.e. No Warmup)----------------------------------------------
Num Trainings :24354275
Num Prefetches generated :9836609
Num Prefetches issued :10860267
Num Prefetches filtered by PF queue :117436
Num untimely prefetches dropped from PF queue :13602
Num prefetches not issued LDST contention :1037260
Num prefetches not issued stride 0 :6690228
---------------------------------------------------------------------------------------------------------------------------------------

-------------------------------ILP LIMIT STUDY (Full Simulation i.e. Counts Not Reset When Warmup Ends)--------------------------------
instructions = 110000052
cycles       = 53726999
CycWP        = 42023494
IPC          = 2.0474

---------------------------------------------------------------------------------------------------------------------------------------

-----------------------------------------------BRANCH PREDICTION MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)----------------------------------------------
Type                   NumBr     MispBr        mr     mpki
CondDirect         16062450     848490   5.2824%   7.7135
JumpDirect           811509          0   0.0000%   0.0000
JumpIndirect         186333          0   0.0000%   0.0000
JumpReturn            67789          0   0.0000%   0.0000
Not control        94877275          0   0.0000%   0.0000
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Last 10M instructions)-----------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    10000052      4659337   2.1462    1374638      79243   0.2950       0.0170   5.7646%   7.9243    3625040    45.7459   362.5021
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Last 25M instructions)-----------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    25000052     11588937   2.1572    3525821     195577   0.3042       0.0169   5.5470%   7.8231    8990490    45.9691   359.6189
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

---------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (50 Perc instructions)---------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    55000052     26003867   2.1151    7710997     433524   0.2965       0.0167   5.6222%   7.8822   20286256    46.7938   368.8407
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

-------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)-------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
   110000052     53726999   2.0474   16062450     848490   0.2990       0.0158   5.2824%   7.7135   42023494    49.5274   382.0316
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Read 110000052 instrs 
G_PERCEP PC=0x002A5EAC, theta= 320, max bias=  14, baseline_comp=  8, stable_cnt=  0, grace_period=511, time_alive=341
G_PERCEP PC=0x002A4730, theta= 304, max bias=   7, baseline_comp= 63, stable_cnt= 13, grace_period=511, time_alive= 93
G_PERCEP PC=0x002A5FE8, theta= 304, max bias=  21, baseline_comp=  4, stable_cnt=  0, grace_period=511, time_alive=340
G_PERCEP PC=0x002A5488, theta= 320, max bias=  22, baseline_comp=  5, stable_cnt=  0, grace_period=511, time_alive= 31
G_PERCEP PC=0x002A45D8, theta= 368, max bias=  20, baseline_comp= 22, stable_cnt=  0, grace_period=511, time_alive=  0
G_PERCEP PC=0x002A5B30, theta= 336, max bias=  35, baseline_comp=  4, stable_cnt=  0, grace_period=511, time_alive=  6
G_PERCEP PC=0x002A5AD4, theta= 400, max bias=  38, baseline_comp= 14, stable_cnt=  0, grace_period=511, time_alive=  9
G_PERCEP PC=0x002A5064, theta= 312, max bias=  29, baseline_comp=  1, stable_cnt=  3, grace_period=511, time_alive=248
G_PERCEP PC=0x002A21AC, theta= 416, max bias=  30, baseline_comp=  1, stable_cnt=  2, grace_period=511, time_alive=  4
G_PERCEP PC=0x002A4FB8, theta= 432, max bias=  34, baseline_comp=  0, stable_cnt= 13, grace_period=511, time_alive= 12
G_PERCEP PC=0x002A5AE4, theta= 368, max bias=  10, baseline_comp= 43, stable_cnt=  0, grace_period=511, time_alive=  8
G_PERCEP PC=0x002A247C, theta= 688, max bias=  18, baseline_comp=  0, stable_cnt=  2, grace_period=511, time_alive=  1
G_PERCEP PC=0x002A5310, theta= 312, max bias=   4, baseline_comp= 63, stable_cnt= 16, grace_period=511, time_alive= 10
G_PERCEP PC=0x002A5698, theta= 320, max bias=  21, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive=172
G_PERCEP PC=0x002A5584, theta= 360, max bias=  40, baseline_comp= 14, stable_cnt=  0, grace_period=511, time_alive= 11
G_PERCEP PC=0x002A5BFC, theta= 376, max bias=  74, baseline_comp=  0, stable_cnt=  2, grace_period=511, time_alive=  5
L_PERCEP PC=0x002A4D18, theta= 261, max bias=  25, baseline_comp=  0, stable_cnt=  0, grace_period=244, time_alive=208
L_PERCEP PC=0x002A5950, theta= 261, max bias=  15, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive= 38
L_PERCEP PC=0x0027C278, theta= 261, max bias=  32, baseline_comp=  1, stable_cnt=  0, grace_period=324, time_alive=1652
L_PERCEP PC=0x002A58DC, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=  0, grace_period= 24, time_alive=744
L_PERCEP PC=0x002A6EE4, theta= 261, max bias=  39, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive=  0
L_PERCEP PC=0x002A24A4, theta= 357, max bias=  16, baseline_comp=  6, stable_cnt=  0, grace_period=511, time_alive=  5
L_PERCEP PC=0x002A6D60, theta= 269, max bias=   7, baseline_comp= 10, stable_cnt=  0, grace_period=511, time_alive=  1
L_PERCEP PC=0x002A48F8, theta= 261, max bias=  42, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive=235
L_PERCEP PC=0x002A5B9C, theta= 301, max bias=  21, baseline_comp=  0, stable_cnt= 10, grace_period=511, time_alive= 21
L_PERCEP PC=0x002A2240, theta= 261, max bias=  16, baseline_comp= 30, stable_cnt=  0, grace_period=511, time_alive= 15
L_PERCEP PC=0x002A5064, theta= 261, max bias=  37, baseline_comp= 21, stable_cnt=  0, grace_period=511, time_alive=589
L_PERCEP PC=0x002A5FE8, theta= 285, max bias=  26, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive=845
L_PERCEP PC=0x002A5AE4, theta= 357, max bias=  17, baseline_comp=  9, stable_cnt=  0, grace_period=511, time_alive= 24
L_PERCEP PC=0x002A5B30, theta= 325, max bias=  31, baseline_comp=  4, stable_cnt=  0, grace_period=511, time_alive= 22
L_PERCEP PC=0x002A5EAC, theta= 269, max bias=  33, baseline_comp=  6, stable_cnt=  0, grace_period=511, time_alive=846
L_PERCEP PC=0x002A5698, theta= 285, max bias=  11, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive=398
L_PERCEP PC=0x002A6AA4, theta= 285, max bias=  39, baseline_comp=  0, stable_cnt= 33, grace_period=511, time_alive=  2
L_PERCEP PC=0x002A5034, theta= 261, max bias=  45, baseline_comp= 63, stable_cnt= 88, grace_period=511, time_alive= 28
L_PERCEP PC=0x002A21AC, theta= 397, max bias=  16, baseline_comp=  7, stable_cnt=  0, grace_period=511, time_alive= 19
L_PERCEP PC=0x002A4FB8, theta= 357, max bias=  33, baseline_comp= 52, stable_cnt=  0, grace_period=511, time_alive= 29
L_PERCEP PC=0x002A5488, theta= 277, max bias=  46, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive= 79
L_PERCEP PC=0x002A5EEC, theta= 277, max bias=   6, baseline_comp=  0, stable_cnt= 40, grace_period=511, time_alive=1392
L_PERCEP PC=0x002A48E4, theta= 269, max bias=  44, baseline_comp=  0, stable_cnt=  5, grace_period=511, time_alive=236
L_PERCEP PC=0x002A5BFC, theta= 381, max bias=  29, baseline_comp=  0, stable_cnt=  0, grace_period=511, time_alive= 20
L_PERCEP PC=0x002A537C, theta= 325, max bias=  21, baseline_comp=  0, stable_cnt=127, grace_period=511, time_alive= 27
L_PERCEP PC=0x002A5AD4, theta= 389, max bias=  35, baseline_comp=  8, stable_cnt=  0, grace_period=511, time_alive= 25
L_PERCEP PC=0x002A247C, theta= 405, max bias=  11, baseline_comp= 49, stable_cnt=  0, grace_period=511, time_alive=  4
L_PERCEP PC=0x002A4618, theta= 277, max bias=  24, baseline_comp=  1, stable_cnt=  5, grace_period=511, time_alive=  3
L_PERCEP PC=0x002A5584, theta= 397, max bias=  39, baseline_comp=  9, stable_cnt=  0, grace_period=511, time_alive= 26
L_PERCEP PC=0x002A55AC, theta= 165, max bias=  26, baseline_comp= 63, stable_cnt=  3, grace_period=511, time_alive= 36

ExecTime = 669.1187109947205
